answer_format,extracted_none,format_ok,numeric,numeric_exact,reasoning_format,reward_recomputed,reward_total,robust_numeric_exact,role,trace_call_index
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,39
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,39
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,39
0.0,1.0,0.0,0.1,0.0,0.10000000000000003,0.20000000000000004,0.20000000298023224,0.0,val,40
0.0,1.0,0.0,0.1,0.0,0.10000000000000003,0.20000000000000004,0.20000000298023224,0.0,val,40
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,40
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,40
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,40
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,40
0.0,1.0,0.0,0.1,0.0,0.10000000000000003,0.20000000000000004,0.20000000298023224,0.0,val,40
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,40
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,41
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,41
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,41
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,41
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,41
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,41
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,41
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,41
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,42
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,42
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,42
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,42
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,42
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,42
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,42
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,42
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,43
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,43
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,43
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,43
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,43
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,43
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,43
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,43
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,44
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,45
0.0,1.0,0.0,0.25,0.0,-0.1,0.15,0.15000000596046448,0.0,val,45
0.0,1.0,0.0,0.25,0.0,-0.1,0.15,0.15000000596046448,0.0,val,45
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,45
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,45
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,45
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,45
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,45
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,46
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,46
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,46
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,46
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,46
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,46
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,46
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,46
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,47
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,47
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,47
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,47
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,47
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,47
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,47
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,47
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,48
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,49
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,49
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,49
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,49
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,49
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,49
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,49
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,49
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,50
0.2,0.0,0.0,0.1,0.0,0.30000000000000004,0.6000000000000001,0.6000000238418579,0.0,val,50
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,50
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,50
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,50
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,50
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,50
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,50
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,51
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,51
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,51
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,51
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,51
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,51
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,51
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,51
0.0,1.0,0.0,1.0,0.0,-0.3,0.7,0.699999988079071,0.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,52
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,52
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,53
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,53
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,53
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,53
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,53
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,53
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,53
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,53
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,54
0.2,0.0,0.0,0.25,0.0,0.2,0.65,0.6499999761581421,0.0,val,54
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,54
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,54
0.2,0.0,0.0,1.0,1.0,0.30000000000000004,1.5,1.5,1.0,val,54
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,54
0.2,0.0,0.0,0.25,0.0,0.2,0.65,0.6499999761581421,0.0,val,54
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,54
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,55
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,55
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,55
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,55
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,55
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,55
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,55
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,55
0.0,1.0,0.0,0.1,0.0,-0.09999999999999998,2.7755575615628914e-17,2.7755575615628914e-17,0.0,val,56
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,56
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,56
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,56
0.0,1.0,0.0,0.1,0.0,0.2,0.30000000000000004,0.30000001192092896,0.0,val,56
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,56
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,56
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,56
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,57
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,57
0.0,1.0,0.0,1.0,0.0,-0.3,0.7,0.699999988079071,0.0,val,57
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,57
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,57
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,57
0.0,1.0,0.0,1.0,0.0,-0.1,0.9,0.8999999761581421,0.0,val,57
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,57
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,58
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,58
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,58
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,58
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,58
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,58
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,58
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,58
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,59
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,59
0.0,1.0,0.0,1.0,0.0,-0.1,0.9,0.8999999761581421,0.0,val,59
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,59
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,59
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,59
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,59
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,59
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.4,1.6,1.600000023841858,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,60
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,61
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,61
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,62
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,62
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,62
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,62
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,62
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,62
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,62
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,62
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,63
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,63
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,63
0.0,1.0,0.0,0.1,0.0,0.2,0.30000000000000004,0.30000001192092896,0.0,val,63
0.2,0.0,1.0,0.25,0.0,0.6,1.05,1.0499999523162842,0.0,val,63
0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.20000000298023224,0.0,val,63
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,63
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,63
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,64
0.0,1.0,0.0,0.1,0.0,0.2,0.30000000000000004,0.30000001192092896,0.0,val,64
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,64
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,64
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,64
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,64
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,64
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,64
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,65
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,65
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,65
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,65
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,65
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,65
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,65
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,65
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,66
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,66
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,66
0.2,0.0,0.0,1.0,1.0,0.30000000000000004,1.5,1.5,1.0,val,66
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,66
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,66
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,66
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,66
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,67
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,67
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,67
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,67
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,67
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,67
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,67
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,67
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,68
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,68
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,69
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,69
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,70
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,70
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,70
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,70
0.0,1.0,0.0,1.0,0.0,-0.1,0.9,0.8999999761581421,0.0,val,70
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,70
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,70
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,70
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,71
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,71
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,71
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,71
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,71
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,71
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,71
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,71
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,72
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,72
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,72
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,72
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,72
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,72
0.2,0.0,0.0,1.0,1.0,0.4,1.6,1.600000023841858,1.0,val,72
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,72
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,73
0.0,1.0,0.0,1.0,0.0,-0.3,0.7,0.699999988079071,0.0,val,73
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,73
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,73
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,73
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,73
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,73
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,73
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,74
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,74
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,75
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,75
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,75
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,75
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,75
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,75
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,75
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,75
0.0,1.0,0.0,1.0,0.0,-0.3,0.7,0.699999988079071,0.0,val,76
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,76
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,76
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,76
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,76
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,76
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,76
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,76
0.2,0.0,0.0,0.25,0.0,0.2,0.65,0.6499999761581421,0.0,val,77
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,77
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,77
0.2,0.0,0.0,0.5,0.0,0.2,0.9,0.8999999761581421,0.0,val,77
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,77
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,77
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,77
0.2,0.0,0.0,0.5,0.0,0.1,0.8,0.800000011920929,0.0,val,77
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,78
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,78
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,78
